order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,city,state,region,product_id,category,sub_category,product_name,total_sales,order_year,order_month,shipping_days,order_count
US-2016-150630,2016-09-17,2016-09-21,Standard Class,TB-21520,Tracy Blumstein,consumer,Philadelphia,Pennsylvania,East,OFF-BI-10001525,office supplies,binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",6.858,2016,9,4,1
US-2016-150630,2016-09-17,2016-09-21,Standard Class,TB-21520,Tracy Blumstein,consumer,Philadelphia,Pennsylvania,East,OFF-AR-10001683,office supplies,art,Lumber Crayons,15.76,2016,9,4,1
CA-2018-107727,2018-10-19,2018-10-23,Second Class,MA-17560,Matt Abelman,home office,Houston,Texas,Central,OFF-PA-10000249,office supplies,paper,Easy-staple paper,29.472,2018,10,4,1
CA-2017-117590,2017-12-08,2017-12-10,First Class,GH-14485,Gene Hale,corporate,Richardson,Texas,Central,TEC-PH-10004977,technology,phones,GE 30524EE4,1097.544,2017,12,2,1
CA-2017-117590,2017-12-08,2017-12-10,First Class,GH-14485,Gene Hale,corporate,Richardson,Texas,Central,FUR-FU-10003664,furniture,furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",190.92,2017,12,2,1
CA-2016-117415,2016-12-27,2016-12-31,Standard Class,SN-20710,Steve Nguyen,home office,Houston,Texas,Central,OFF-EN-10002986,office supplies,envelopes,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",113.328,2016,12,4,1
CA-2016-117415,2016-12-27,2016-12-31,Standard Class,SN-20710,Steve Nguyen,home office,Houston,Texas,Central,FUR-BO-10002545,furniture,bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",532.3992,2016,12,4,1
CA-2016-117415,2016-12-27,2016-12-31,Standard Class,SN-20710,Steve Nguyen,home office,Houston,Texas,Central,FUR-CH-10004218,furniture,chairs,"Global Fabric Manager's Chair, Dark Gray",212.058,2016,12,4,1
CA-2016-117415,2016-12-27,2016-12-31,Standard Class,SN-20710,Steve Nguyen,home office,Houston,Texas,Central,TEC-PH-10000486,technology,phones,Plantronics HL10 Handset Lifter,371.168,2016,12,4,1
CA-2018-120999,2018-09-10,2018-09-15,Standard Class,LC-16930,Linda Cazamias,corporate,Naperville,Illinois,Central,TEC-PH-10004093,technology,phones,Panasonic Kx-TS550,147.168,2018,9,5,1
CA-2017-101343,2017-07-17,2017-07-22,Standard Class,RA-19885,Ruben Ausman,corporate,Los Angeles,California,West,OFF-ST-10003479,office supplies,storage,"Eldon Base for stackable storage shelf, platinum",77.88,2017,7,5,1
CA-2018-139619,2018-09-19,2018-09-23,Standard Class,ES-14080,Erin Smith,corporate,Melbourne,Florida,South,OFF-ST-10003282,office supplies,storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",95.616,2018,9,4,1
CA-2017-118255,2017-03-11,2017-03-13,First Class,ON-18715,Odella Nelson,corporate,Eagan,Minnesota,Central,TEC-AC-10000171,technology,accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",45.98,2017,3,2,1
CA-2017-118255,2017-03-11,2017-03-13,First Class,ON-18715,Odella Nelson,corporate,Eagan,Minnesota,Central,OFF-BI-10003291,office supplies,binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,17.46,2017,3,2,1
CA-2015-146703,2015-10-20,2015-10-25,Second Class,PO-18865,Patrick O'Donnell,consumer,Westland,Michigan,Central,OFF-ST-10001713,office supplies,storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",211.96,2015,10,5,1
CA-2017-169194,2017-06-20,2017-06-25,Standard Class,LH-16900,Lena Hernandez,consumer,Dover,Delaware,East,TEC-AC-10002167,technology,accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,45.0,2017,6,5,1
CA-2017-169194,2017-06-20,2017-06-25,Standard Class,LH-16900,Lena Hernandez,consumer,Dover,Delaware,East,TEC-PH-10003988,technology,phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",21.8,2017,6,5,1
CA-2016-115742,2016-04-18,2016-04-22,Standard Class,DP-13000,Darren Powers,consumer,New Albany,Indiana,Central,OFF-BI-10004410,office supplies,binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",38.22,2016,4,4,1
CA-2016-115742,2016-04-18,2016-04-22,Standard Class,DP-13000,Darren Powers,consumer,New Albany,Indiana,Central,OFF-LA-10002762,office supplies,labels,Avery 485,75.18,2016,4,4,1
CA-2016-115742,2016-04-18,2016-04-22,Standard Class,DP-13000,Darren Powers,consumer,New Albany,Indiana,Central,FUR-FU-10001706,furniture,furnishings,Longer-Life Soft White Bulbs,6.16,2016,4,4,1
CA-2016-115742,2016-04-18,2016-04-22,Standard Class,DP-13000,Darren Powers,consumer,New Albany,Indiana,Central,FUR-CH-10003061,furniture,chairs,"Global Leather Task Chair, Black",89.99,2016,4,4,1
CA-2017-105816,2017-12-11,2017-12-17,Standard Class,JM-15265,Janet Molinari,corporate,New York City,New York,East,OFF-FA-10000304,office supplies,fasteners,Advantus Push Pins,15.26,2017,12,6,1
CA-2017-105816,2017-12-11,2017-12-17,Standard Class,JM-15265,Janet Molinari,corporate,New York City,New York,East,TEC-PH-10002447,technology,phones,AT&T CL83451 4-Handset Telephone,1029.95,2017,12,6,1
CA-2017-111682,2017-06-17,2017-06-18,First Class,TB-21055,Ted Butterfield,consumer,Troy,New York,East,OFF-ST-10000604,office supplies,storage,Home/Office Personal File Carts,208.56,2017,6,1,1
CA-2017-111682,2017-06-17,2017-06-18,First Class,TB-21055,Ted Butterfield,consumer,Troy,New York,East,OFF-PA-10001569,office supplies,paper,Xerox 232,32.4,2017,6,1,1
CA-2017-111682,2017-06-17,2017-06-18,First Class,TB-21055,Ted Butterfield,consumer,Troy,New York,East,FUR-CH-10003968,furniture,chairs,Novimex Turbo Task Chair,319.41,2017,6,1,1
CA-2017-111682,2017-06-17,2017-06-18,First Class,TB-21055,Ted Butterfield,consumer,Troy,New York,East,OFF-PA-10000587,office supplies,paper,"Array Parchment Paper, Assorted Colors",14.56,2017,6,1,1
CA-2017-111682,2017-06-17,2017-06-18,First Class,TB-21055,Ted Butterfield,consumer,Troy,New York,East,TEC-AC-10002167,technology,accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,30.0,2017,6,1,1
CA-2017-111682,2017-06-17,2017-06-18,First Class,TB-21055,Ted Butterfield,consumer,Troy,New York,East,OFF-BI-10001460,office supplies,binders,Plastic Binding Combs,48.48,2017,6,1,1
CA-2017-111682,2017-06-17,2017-06-18,First Class,TB-21055,Ted Butterfield,consumer,Troy,New York,East,OFF-AR-10001868,office supplies,art,Prang Dustless Chalk Sticks,1.68,2017,6,1,1
CA-2016-135545,2016-11-24,2016-11-30,Standard Class,KM-16720,Kunst Miller,consumer,Los Angeles,California,West,TEC-AC-10004633,technology,accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",13.98,2016,11,6,1
CA-2016-135545,2016-11-24,2016-11-30,Standard Class,KM-16720,Kunst Miller,consumer,Los Angeles,California,West,OFF-BI-10001078,office supplies,binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",25.824,2016,11,6,1
CA-2016-135545,2016-11-24,2016-11-30,Standard Class,KM-16720,Kunst Miller,consumer,Los Angeles,California,West,OFF-PA-10003892,office supplies,paper,Xerox 1943,146.73,2016,11,6,1
CA-2016-135545,2016-11-24,2016-11-30,Standard Class,KM-16720,Kunst Miller,consumer,Los Angeles,California,West,FUR-FU-10000397,furniture,furnishings,Luxo Economy Swing Arm Lamp,79.76,2016,11,6,1
US-2016-164175,2016-04-30,2016-05-05,Standard Class,PS-18970,Paul Stevenson,home office,Chicago,Illinois,Central,FUR-CH-10001146,furniture,chairs,"Global Value Mid-Back Manager's Chair, Gray",213.115,2016,4,5,1
CA-2015-106376,2015-12-05,2015-12-10,Standard Class,BS-11590,Brendan Sweed,corporate,Gilbert,Arizona,West,OFF-AR-10002671,office supplies,art,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",1113.024,2015,12,5,1
CA-2015-106376,2015-12-05,2015-12-10,Standard Class,BS-11590,Brendan Sweed,corporate,Gilbert,Arizona,West,TEC-PH-10002726,technology,phones,netTALK DUO VoIP Telephone Service,167.968,2015,12,5,1
CA-2017-119823,2017-06-04,2017-06-06,First Class,KD-16270,Karen Daniels,consumer,Springfield,Virginia,South,OFF-PA-10000482,office supplies,paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",75.88,2017,6,2,1
CA-2017-106075,2017-09-18,2017-09-23,Standard Class,HM-14980,Henry MacAllister,consumer,New York City,New York,East,OFF-BI-10004654,office supplies,binders,Avery Binding System Hidden Tab Executive Style Index Sets,4.616,2017,9,5,1
CA-2018-114440,2018-09-14,2018-09-17,Second Class,TB-21520,Tracy Blumstein,consumer,Jackson,Michigan,Central,OFF-PA-10004675,office supplies,paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",19.05,2018,9,3,1
US-2016-134026,2016-04-26,2016-05-02,Standard Class,JE-15745,Joel Eaton,consumer,Memphis,Tennessee,South,FUR-CH-10000513,furniture,chairs,High-Back Leather Manager's Chair,831.936,2016,4,6,1
US-2016-134026,2016-04-26,2016-05-02,Standard Class,JE-15745,Joel Eaton,consumer,Memphis,Tennessee,South,FUR-FU-10003708,furniture,furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",97.04,2016,4,6,1
US-2016-134026,2016-04-26,2016-05-02,Standard Class,JE-15745,Joel Eaton,consumer,Memphis,Tennessee,South,OFF-ST-10004123,office supplies,storage,Safco Industrial Wire Shelving System,72.784,2016,4,6,1
US-2018-118038,2018-12-09,2018-12-11,First Class,KB-16600,Ken Brennan,corporate,Houston,Texas,Central,OFF-BI-10004182,office supplies,binders,Economy Binders,1.248,2018,12,2,1
US-2018-118038,2018-12-09,2018-12-11,First Class,KB-16600,Ken Brennan,corporate,Houston,Texas,Central,FUR-FU-10000260,furniture,furnishings,"6"" Cubicle Wall Clock, Black",9.708,2018,12,2,1
US-2018-118038,2018-12-09,2018-12-11,First Class,KB-16600,Ken Brennan,corporate,Houston,Texas,Central,OFF-ST-10000615,office supplies,storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",27.24,2018,12,2,1
US-2015-147606,2015-11-26,2015-12-01,Second Class,JE-15745,Joel Eaton,consumer,Houston,Texas,Central,FUR-FU-10003194,furniture,furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.3,2015,11,5,1
CA-2017-127208,2017-06-12,2017-06-15,First Class,SC-20770,Stewart Carmichael,corporate,Decatur,Alabama,South,OFF-AP-10002118,office supplies,appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",208.16,2017,6,3,1
CA-2017-127208,2017-06-12,2017-06-15,First Class,SC-20770,Stewart Carmichael,corporate,Decatur,Alabama,South,OFF-BI-10002309,office supplies,binders,Avery Heavy-Duty EZD  Binder With Locking Rings,16.74,2017,6,3,1
CA-2015-139451,2015-10-12,2015-10-16,Standard Class,DN-13690,Duane Noonan,consumer,San Francisco,California,West,OFF-AR-10002053,office supplies,art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",14.9,2015,10,4,1
CA-2015-139451,2015-10-12,2015-10-16,Standard Class,DN-13690,Duane Noonan,consumer,San Francisco,California,West,OFF-ST-10002370,office supplies,storage,"Sortfiler Multipurpose Personal File Organizer, Black",21.39,2015,10,4,1
CA-2016-149734,2016-09-03,2016-09-08,Standard Class,JC-16105,Julie Creighton,corporate,Durham,North Carolina,South,OFF-EN-10000927,office supplies,envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,200.984,2016,9,5,1
US-2018-119662,2018-11-13,2018-11-16,First Class,CS-12400,Christopher Schild,home office,Chicago,Illinois,Central,OFF-ST-10003656,office supplies,storage,Safco Industrial Wire Shelving,230.376,2018,11,3,1
CA-2018-140088,2018-05-28,2018-05-30,Second Class,PO-18865,Patrick O'Donnell,consumer,Columbia,South Carolina,South,FUR-CH-10000863,furniture,chairs,Novimex Swivel Fabric Task Chair,301.96,2018,5,2,1
CA-2018-155558,2018-10-26,2018-11-02,Standard Class,PG-18895,Paul Gonzalez,consumer,Rochester,Minnesota,Central,TEC-AC-10001998,technology,accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,19.99,2018,10,7,1
CA-2018-155558,2018-10-26,2018-11-02,Standard Class,PG-18895,Paul Gonzalez,consumer,Rochester,Minnesota,Central,OFF-LA-10000134,office supplies,labels,Avery 511,6.16,2018,10,7,1
CA-2017-159695,2017-04-05,2017-04-10,Second Class,GM-14455,Gary Mitchum,home office,Houston,Texas,Central,OFF-ST-10003442,office supplies,storage,Eldon Portable Mobile Manager,158.368,2017,4,5,1
CA-2017-109806,2017-09-17,2017-09-22,Standard Class,JS-15685,Jim Sink,corporate,Los Angeles,California,West,OFF-AR-10004930,office supplies,art,Turquoise Lead Holder with Pocket Clip,20.1,2017,9,5,1
CA-2017-109806,2017-09-17,2017-09-22,Standard Class,JS-15685,Jim Sink,corporate,Los Angeles,California,West,TEC-PH-10004093,technology,phones,Panasonic Kx-TS550,73.584,2017,9,5,1
CA-2017-109806,2017-09-17,2017-09-22,Standard Class,JS-15685,Jim Sink,corporate,Los Angeles,California,West,OFF-PA-10000304,office supplies,paper,Xerox 1995,6.48,2017,9,5,1
CA-2016-149587,2016-01-31,2016-02-05,Second Class,KB-16315,Karl Braun,consumer,Minneapolis,Minnesota,Central,OFF-PA-10003177,office supplies,paper,Xerox 1999,12.96,2016,1,5,1
CA-2016-149587,2016-01-31,2016-02-05,Second Class,KB-16315,Karl Braun,consumer,Minneapolis,Minnesota,Central,FUR-FU-10003799,furniture,furnishings,"Seth Thomas 13 1/2"" Wall Clock",53.34,2016,1,5,1
CA-2016-149587,2016-01-31,2016-02-05,Second Class,KB-16315,Karl Braun,consumer,Minneapolis,Minnesota,Central,OFF-BI-10002852,office supplies,binders,Ibico Standard Transparent Covers,32.96,2016,1,5,1
US-2018-109484,2018-11-06,2018-11-12,Standard Class,RB-19705,Roger Barcio,home office,Portland,Oregon,West,OFF-BI-10004738,office supplies,binders,Flexible Leather- Look Classic Collection Ring Binder,5.682,2018,11,6,1
CA-2018-161018,2018-11-09,2018-11-11,Second Class,PN-18775,Parhena Norris,home office,New York City,New York,East,FUR-FU-10000629,furniture,furnishings,9-3/4 Diameter Round Wall Clock,96.53,2018,11,2,1
CA-2018-157833,2018-06-17,2018-06-20,First Class,KD-16345,Katherine Ducich,consumer,San Francisco,California,West,OFF-BI-10001721,office supplies,binders,Trimflex Flexible Post Binders,51.312,2018,6,3,1
CA-2017-149223,2017-09-06,2017-09-11,Standard Class,ER-13855,Elpida Rittenbach,corporate,Saint Paul,Minnesota,Central,OFF-AP-10000358,office supplies,appliances,Fellowes Basic Home/Office Series Surge Protectors,77.88,2017,9,5,1
CA-2017-158568,2017-08-29,2017-09-02,Standard Class,RB-19465,Rick Bensley,home office,Chicago,Illinois,Central,OFF-PA-10003256,office supplies,paper,Avery Personal Creations Heavyweight Cards,64.624,2017,8,4,1
CA-2017-158568,2017-08-29,2017-09-02,Standard Class,RB-19465,Rick Bensley,home office,Chicago,Illinois,Central,TEC-AC-10001767,technology,accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,95.976,2017,8,4,1
CA-2017-158568,2017-08-29,2017-09-02,Standard Class,RB-19465,Rick Bensley,home office,Chicago,Illinois,Central,OFF-BI-10002609,office supplies,binders,Avery Hidden Tab Dividers for Binding Systems,1.788,2017,8,4,1
CA-2017-129903,2017-12-01,2017-12-04,Second Class,GZ-14470,Gary Zandusky,consumer,Rochester,Minnesota,Central,OFF-PA-10004040,office supplies,paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),23.92,2017,12,3,1
US-2016-156867,2016-11-13,2016-11-17,Standard Class,LC-16870,Lena Cacioppo,consumer,Aurora,Colorado,West,TEC-AC-10001552,technology,accessories,Logitech K350 2.4Ghz Wireless Keyboard,238.896,2016,11,4,1
US-2016-156867,2016-11-13,2016-11-17,Standard Class,LC-16870,Lena Cacioppo,consumer,Aurora,Colorado,West,FUR-FU-10004006,furniture,furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",102.36,2016,11,4,1
US-2016-156867,2016-11-13,2016-11-17,Standard Class,LC-16870,Lena Cacioppo,consumer,Aurora,Colorado,West,OFF-BI-10002794,office supplies,binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",36.882,2016,11,4,1
CA-2018-119004,2018-11-23,2018-11-28,Standard Class,JM-15250,Janet Martin,consumer,Charlotte,North Carolina,South,TEC-AC-10003499,technology,accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,74.112,2018,11,5,1
CA-2018-119004,2018-11-23,2018-11-28,Standard Class,JM-15250,Janet Martin,consumer,Charlotte,North Carolina,South,TEC-PH-10002844,technology,phones,Speck Products Candyshell Flip Case,27.992,2018,11,5,1
CA-2018-119004,2018-11-23,2018-11-28,Standard Class,JM-15250,Janet Martin,consumer,Charlotte,North Carolina,South,OFF-AR-10000390,office supplies,art,Newell Chalk Holder,3.304,2018,11,5,1
CA-2016-129476,2016-10-15,2016-10-20,Standard Class,PA-19060,Pete Armstrong,home office,Orland Park,Illinois,Central,TEC-AC-10000844,technology,accessories,Logitech Gaming G510s - Keyboard,339.96,2016,10,5,1
CA-2018-146780,2018-12-25,2018-12-30,Standard Class,CV-12805,Cynthia Voltz,corporate,New York City,New York,East,FUR-FU-10001934,furniture,furnishings,Magnifier Swing Arm Lamp,41.96,2018,12,5,1
CA-2017-128867,2017-11-03,2017-11-10,Standard Class,CL-12565,Clay Ludtke,consumer,Urbandale,Iowa,Central,OFF-AR-10000380,office supplies,art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",75.96,2017,11,7,1
CA-2017-128867,2017-11-03,2017-11-10,Standard Class,CL-12565,Clay Ludtke,consumer,Urbandale,Iowa,Central,OFF-BI-10003981,office supplies,binders,"Avery Durable Plastic 1"" Binders",27.24,2017,11,7,1
CA-2015-115259,2015-08-25,2015-08-27,Second Class,RC-19960,Ryan Crowe,consumer,Columbus,Ohio,East,OFF-FA-10000621,office supplies,fasteners,"OIC Colored Binder Clips, Assorted Sizes",40.096,2015,8,2,1
CA-2015-115259,2015-08-25,2015-08-27,Second Class,RC-19960,Ryan Crowe,consumer,Columbus,Ohio,East,OFF-EN-10002600,office supplies,envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",4.72,2015,8,2,1
CA-2015-115259,2015-08-25,2015-08-27,Second Class,RC-19960,Ryan Crowe,consumer,Columbus,Ohio,East,OFF-PA-10004965,office supplies,paper,Xerox 1921,23.976,2015,8,2,1
CA-2015-115259,2015-08-25,2015-08-27,Second Class,RC-19960,Ryan Crowe,consumer,Columbus,Ohio,East,OFF-EN-10002504,office supplies,envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",130.464,2015,8,2,1
CA-2016-110457,2016-03-02,2016-03-06,Standard Class,DK-13090,Dave Kipp,consumer,Seattle,Washington,West,FUR-TA-10001768,furniture,tables,Hon Racetrack Conference Tables,787.53,2016,3,4,1
US-2016-136476,2016-04-05,2016-04-10,Standard Class,GG-14650,Greg Guthrie,corporate,Bristol,Tennessee,South,OFF-BI-10003650,office supplies,binders,GBC DocuBind 300 Electric Binding Machine,157.794,2016,4,5,1
CA-2017-103730,2017-06-12,2017-06-15,First Class,SC-20725,Steven Cartwright,consumer,Wilmington,Delaware,East,FUR-FU-10002157,furniture,furnishings,Artistic Insta-Plaque,47.04,2017,6,3,1
CA-2017-103730,2017-06-12,2017-06-15,First Class,SC-20725,Steven Cartwright,consumer,Wilmington,Delaware,East,OFF-BI-10003910,office supplies,binders,DXL Angle-View Binders with Locking Rings by Samsill,30.84,2017,6,3,1
